scaffold_id	locus	v_calls	j_calls	n_pad
IGK_907	IGK	IGKV3-7*01	IGKJ2*01	2
IGK_908	IGK	IGKV3-7*01	IGKJ2*03	2
IGK_909	IGK	IGKV3-7*01	IGKJ2*02	2
IGK_910	IGK	IGKV3-1*01	IGKJ3*02	0
IGK_911	IGK	IGKV3-1*01	IGKJ3*01	0
IGK_912	IGK	IGKV3-1*01	IGKJ4*02	0
IGK_913	IGK	IGKV3-1*01	IGKJ4*01	0
IGK_914	IGK	IGKV3-1*01	IGKJ5*01	0
IGK_915	IGK	IGKV3-1*01	IGKJ1*01	0
IGK_916	IGK	IGKV3-1*01	IGKJ1*02	1
IGK_917	IGK	IGKV3-1*01	IGKJ2*01	2
IGK_918	IGK	IGKV3-1*01	IGKJ2*03	2
IGK_919	IGK	IGKV3-1*01	IGKJ2*02	2
IGK_920	IGK	IGKV3-12*01	IGKJ3*02	0
IGK_921	IGK	IGKV3-12*01	IGKJ3*01	0
IGK_922	IGK	IGKV3-12*01	IGKJ4*02	0
IGK_923	IGK	IGKV3-12*01	IGKJ4*01	0
IGK_924	IGK	IGKV3-12*01	IGKJ5*01	0
IGK_925	IGK	IGKV3-12*01	IGKJ1*01	0
IGK_926	IGK	IGKV3-12*01	IGKJ1*02	1
IGK_927	IGK	IGKV3-12*01	IGKJ2*01	2
IGK_928	IGK	IGKV3-12*01	IGKJ2*03	2
IGK_929	IGK	IGKV3-12*01	IGKJ2*02	2
IGK_930	IGK	IGKV3-7*02	IGKJ3*02	0
IGK_931	IGK	IGKV3-7*02	IGKJ3*01	0
IGK_932	IGK	IGKV3-7*02	IGKJ4*02	0
IGK_933	IGK	IGKV3-7*02	IGKJ4*01	0
IGK_934	IGK	IGKV3-7*02	IGKJ5*01	0
IGK_935	IGK	IGKV3-7*02	IGKJ1*01	0
IGK_936	IGK	IGKV3-7*02	IGKJ1*02	1
IGK_937	IGK	IGKV3-7*02	IGKJ2*01	2
IGK_938	IGK	IGKV3-7*02	IGKJ2*03	2
IGK_939	IGK	IGKV3-7*02	IGKJ2*02	2
IGK_940	IGK	IGKV3-3*01	IGKJ3*02	0
IGK_941	IGK	IGKV3-3*01	IGKJ3*01	0
IGK_942	IGK	IGKV3-3*01	IGKJ4*02	0
IGK_943	IGK	IGKV3-3*01	IGKJ4*01	0
IGK_944	IGK	IGKV3-3*01	IGKJ5*01	0
IGK_945	IGK	IGKV3-3*01	IGKJ1*01	0
IGK_946	IGK	IGKV3-3*01	IGKJ1*02	1
IGK_947	IGK	IGKV3-3*01	IGKJ2*01	2
IGK_948	IGK	IGKV3-3*01	IGKJ2*03	2
IGK_949	IGK	IGKV3-3*01	IGKJ2*02	2
IGK_950	IGK	IGKV3-9*01	IGKJ3*02	0
IGK_951	IGK	IGKV3-9*01	IGKJ3*01	0
IGK_952	IGK	IGKV3-9*01	IGKJ4*02	0
IGK_953	IGK	IGKV3-9*01	IGKJ4*01	0
IGK_954	IGK	IGKV3-9*01	IGKJ5*01	0
IGK_955	IGK	IGKV3-9*01	IGKJ1*01	0
IGK_956	IGK	IGKV3-9*01	IGKJ1*02	1
IGK_957	IGK	IGKV3-9*01	IGKJ2*01	2
IGK_958	IGK	IGKV3-9*01	IGKJ2*03	2
IGK_959	IGK	IGKV3-9*01	IGKJ2*02	2
IGK_960	IGK	IGKV3-5*01	IGKJ3*02	0
IGK_961	IGK	IGKV3-5*01	IGKJ3*01	0
IGK_962	IGK	IGKV3-5*01	IGKJ4*02	0
IGK_963	IGK	IGKV3-5*01	IGKJ4*01	0
IGK_964	IGK	IGKV3-5*01	IGKJ5*01	0
IGK_965	IGK	IGKV3-5*01	IGKJ1*01	0
IGK_966	IGK	IGKV3-5*01	IGKJ1*02	1
IGK_967	IGK	IGKV3-5*01	IGKJ2*01	2
IGK_968	IGK	IGKV3-5*01	IGKJ2*03	2
IGK_969	IGK	IGKV3-5*01	IGKJ2*02	2
IGK_970	IGK	IGKV3-4*01	IGKJ3*02	0
IGK_971	IGK	IGKV3-4*01	IGKJ3*01	0
IGK_972	IGK	IGKV3-4*01	IGKJ4*02	0
IGK_973	IGK	IGKV3-4*01	IGKJ4*01	0
IGK_974	IGK	IGKV3-4*01	IGKJ5*01	0
IGK_975	IGK	IGKV3-4*01	IGKJ1*01	0
IGK_976	IGK	IGKV3-4*01	IGKJ1*02	1
IGK_977	IGK	IGKV3-4*01	IGKJ2*01	2
IGK_978	IGK	IGKV3-4*01	IGKJ2*03	2
IGK_979	IGK	IGKV3-4*01	IGKJ2*02	2
IGK_980	IGK	IGKV3-2*01	IGKJ3*02	0
IGK_981	IGK	IGKV3-2*01	IGKJ3*01	0
IGK_982	IGK	IGKV3-2*01	IGKJ4*02	0
IGK_983	IGK	IGKV3-2*01	IGKJ4*01	0
IGK_984	IGK	IGKV3-2*01	IGKJ5*01	0
IGK_985	IGK	IGKV3-2*01	IGKJ1*01	0
IGK_986	IGK	IGKV3-2*01	IGKJ1*02	1
IGK_987	IGK	IGKV3-2*01	IGKJ2*01	2
IGK_988	IGK	IGKV3-2*01	IGKJ2*03	2
IGK_989	IGK	IGKV3-2*01	IGKJ2*02	2
IGK_990	IGK	IGKV8-34*01	IGKJ3*02	0
IGK_991	IGK	IGKV8-34*01	IGKJ3*01	0
IGK_992	IGK	IGKV8-34*01	IGKJ4*02	0
IGK_993	IGK	IGKV8-34*01	IGKJ4*01	0
IGK_994	IGK	IGKV8-34*01	IGKJ5*01	0
IGK_995	IGK	IGKV8-34*01	IGKJ1*01	0
IGK_996	IGK	IGKV8-34*01	IGKJ1*02	1
IGK_997	IGK	IGKV8-34*01	IGKJ2*01	2
IGK_998	IGK	IGKV8-34*01	IGKJ2*03	2
IGK_999	IGK	IGKV8-34*01	IGKJ2*02	2
IGK_1000	IGK	IGKV1-35*01	IGKJ3*02	0
IGK_1001	IGK	IGKV1-35*01	IGKJ3*01	0
IGK_1002	IGK	IGKV1-35*01	IGKJ4*02	0
IGK_1003	IGK	IGKV1-35*01	IGKJ4*01	0
IGK_1004	IGK	IGKV1-35*01	IGKJ5*01	0
IGK_1005	IGK	IGKV1-35*01	IGKJ1*01	0
IGK_1006	IGK	IGKV1-35*01	IGKJ1*02	1
IGK_1007	IGK	IGKV1-35*01	IGKJ2*01	2
IGK_1008	IGK	IGKV1-35*01	IGKJ2*03	2
IGK_1009	IGK	IGKV1-35*01	IGKJ2*02	2
IGK_1010	IGK	IGKV10-96*06	IGKJ3*02	0
IGK_1011	IGK	IGKV10-96*06	IGKJ3*01	0
IGK_1012	IGK	IGKV10-96*06	IGKJ4*02	0
IGK_1013	IGK	IGKV10-96*06	IGKJ4*01	0
IGK_1014	IGK	IGKV10-96*06	IGKJ5*01	0
IGK_1015	IGK	IGKV10-96*06	IGKJ1*01	0
IGK_1016	IGK	IGKV10-96*06	IGKJ1*02	1
IGK_1017	IGK	IGKV10-96*06	IGKJ2*01	2
IGK_1018	IGK	IGKV10-96*06	IGKJ2*03	2
IGK_1019	IGK	IGKV10-96*06	IGKJ2*02	2
IGK_1020	IGK	IGKV10-94*04	IGKJ3*02	0
IGK_1021	IGK	IGKV10-94*04	IGKJ3*01	0
IGK_1022	IGK	IGKV10-94*04	IGKJ4*02	0
IGK_1023	IGK	IGKV10-94*04	IGKJ4*01	0
IGK_1024	IGK	IGKV10-94*04	IGKJ5*01	0
IGK_1025	IGK	IGKV10-94*04	IGKJ1*01	0
IGK_1026	IGK	IGKV10-94*04	IGKJ1*02	1
IGK_1027	IGK	IGKV10-94*04	IGKJ2*01	2
IGK_1028	IGK	IGKV10-94*04	IGKJ2*03	2
IGK_1029	IGK	IGKV10-94*04	IGKJ2*02	2
IGK_1030	IGK	IGKV10-96*04	IGKJ3*02	0
IGK_1031	IGK	IGKV10-96*04	IGKJ3*01	0
IGK_1032	IGK	IGKV10-96*04	IGKJ4*02	0
IGK_1033	IGK	IGKV10-96*04	IGKJ4*01	0
IGK_1034	IGK	IGKV10-96*04	IGKJ5*01	0
IGK_1035	IGK	IGKV10-96*04	IGKJ1*01	0
IGK_1036	IGK	IGKV10-96*04	IGKJ1*02	1
IGK_1037	IGK	IGKV10-96*04	IGKJ2*01	2
IGK_1038	IGK	IGKV10-96*04	IGKJ2*03	2
IGK_1039	IGK	IGKV10-96*04	IGKJ2*02	2
IGK_1040	IGK	IGKV10-96*07	IGKJ3*02	0
IGK_1041	IGK	IGKV10-96*07	IGKJ3*01	0
IGK_1042	IGK	IGKV10-96*07	IGKJ4*02	0
IGK_1043	IGK	IGKV10-96*07	IGKJ4*01	0
IGK_1044	IGK	IGKV10-96*07	IGKJ5*01	0
IGK_1045	IGK	IGKV10-96*07	IGKJ1*01	0
IGK_1046	IGK	IGKV10-96*07	IGKJ1*02	1
IGK_1047	IGK	IGKV10-96*07	IGKJ2*01	2
IGK_1048	IGK	IGKV10-96*07	IGKJ2*03	2
IGK_1049	IGK	IGKV10-96*07	IGKJ2*02	2
IGK_1050	IGK	IGKV10-96*01	IGKJ3*02	1
IGK_1051	IGK	IGKV10-96*01	IGKJ3*01	1
IGK_1052	IGK	IGKV10-96*01	IGKJ4*02	1
IGK_1053	IGK	IGKV10-96*01	IGKJ4*01	1
IGK_1054	IGK	IGKV10-96*01	IGKJ5*01	1
IGK_1055	IGK	IGKV10-96*01	IGKJ1*01	1
IGK_1056	IGK	IGKV10-96*01	IGKJ1*02	2
IGK_1057	IGK	IGKV10-96*01	IGKJ2*01	0
IGK_1058	IGK	IGKV10-96*01	IGKJ2*03	0
IGK_1059	IGK	IGKV10-96*01	IGKJ2*02	0
IGK_1060	IGK	IGKV10-96*03	IGKJ3*02	0
IGK_1061	IGK	IGKV10-96*03	IGKJ3*01	0
IGK_1062	IGK	IGKV10-96*03	IGKJ4*02	0
IGK_1063	IGK	IGKV10-96*03	IGKJ4*01	0
IGK_1064	IGK	IGKV10-96*03	IGKJ5*01	0
IGK_1065	IGK	IGKV10-96*03	IGKJ1*01	0
IGK_1066	IGK	IGKV10-96*03	IGKJ1*02	1
IGK_1067	IGK	IGKV10-96*03	IGKJ2*01	2
IGK_1068	IGK	IGKV10-96*03	IGKJ2*03	2
IGK_1069	IGK	IGKV10-96*03	IGKJ2*02	2
IGK_1070	IGK	IGKV10-94*03,IGKV10-94*08	IGKJ3*02	0
IGK_1071	IGK	IGKV10-94*03,IGKV10-94*08	IGKJ3*01	0
IGK_1072	IGK	IGKV10-94*03,IGKV10-94*08	IGKJ4*02	0
IGK_1073	IGK	IGKV10-94*03,IGKV10-94*08	IGKJ4*01	0
IGK_1074	IGK	IGKV10-94*03,IGKV10-94*08	IGKJ5*01	0
IGK_1075	IGK	IGKV10-94*03,IGKV10-94*08	IGKJ1*01	0
IGK_1076	IGK	IGKV10-94*03,IGKV10-94*08	IGKJ1*02	1
IGK_1077	IGK	IGKV10-94*03,IGKV10-94*08	IGKJ2*01	2
IGK_1078	IGK	IGKV10-94*03,IGKV10-94*08	IGKJ2*03	2
IGK_1079	IGK	IGKV10-94*03,IGKV10-94*08	IGKJ2*02	2
IGK_1080	IGK	IGKV10-94*07	IGKJ3*02	0
IGK_1081	IGK	IGKV10-94*07	IGKJ3*01	0
IGK_1082	IGK	IGKV10-94*07	IGKJ4*02	0
IGK_1083	IGK	IGKV10-94*07	IGKJ4*01	0
IGK_1084	IGK	IGKV10-94*07	IGKJ5*01	0
IGK_1085	IGK	IGKV10-94*07	IGKJ1*01	0
IGK_1086	IGK	IGKV10-94*07	IGKJ1*02	1
IGK_1087	IGK	IGKV10-94*07	IGKJ2*01	2
IGK_1088	IGK	IGKV10-94*07	IGKJ2*03	2
IGK_1089	IGK	IGKV10-94*07	IGKJ2*02	2
IGK_1090	IGK	IGKV10-96*02	IGKJ3*02	0
IGK_1091	IGK	IGKV10-96*02	IGKJ3*01	0
IGK_1092	IGK	IGKV10-96*02	IGKJ4*02	0
IGK_1093	IGK	IGKV10-96*02	IGKJ4*01	0
IGK_1094	IGK	IGKV10-96*02	IGKJ5*01	0
IGK_1095	IGK	IGKV10-96*02	IGKJ1*01	0
IGK_1096	IGK	IGKV10-96*02	IGKJ1*02	1
IGK_1097	IGK	IGKV10-96*02	IGKJ2*01	2
IGK_1098	IGK	IGKV10-96*02	IGKJ2*03	2
IGK_1099	IGK	IGKV10-96*02	IGKJ2*02	2
IGK_1100	IGK	IGKV10-94*02	IGKJ3*02	0
IGK_1101	IGK	IGKV10-94*02	IGKJ3*01	0
IGK_1102	IGK	IGKV10-94*02	IGKJ4*02	0
IGK_1103	IGK	IGKV10-94*02	IGKJ4*01	0
IGK_1104	IGK	IGKV10-94*02	IGKJ5*01	0
IGK_1105	IGK	IGKV10-94*02	IGKJ1*01	0
IGK_1106	IGK	IGKV10-94*02	IGKJ1*02	1
IGK_1107	IGK	IGKV10-94*02	IGKJ2*01	2
IGK_1108	IGK	IGKV10-94*02	IGKJ2*03	2
IGK_1109	IGK	IGKV10-94*02	IGKJ2*02	2
IGK_1110	IGK	IGKV10-94*01	IGKJ3*02	0
IGK_1111	IGK	IGKV10-94*01	IGKJ3*01	0
IGK_1112	IGK	IGKV10-94*01	IGKJ4*02	0
IGK_1113	IGK	IGKV10-94*01	IGKJ4*01	0
IGK_1114	IGK	IGKV10-94*01	IGKJ5*01	0
IGK_1115	IGK	IGKV10-94*01	IGKJ1*01	0
IGK_1116	IGK	IGKV10-94*01	IGKJ1*02	1
IGK_1117	IGK	IGKV10-94*01	IGKJ2*01	2
IGK_1118	IGK	IGKV10-94*01	IGKJ2*03	2
IGK_1119	IGK	IGKV10-94*01	IGKJ2*02	2
IGK_1120	IGK	IGKV10-94*06	IGKJ3*02	0
IGK_1121	IGK	IGKV10-94*06	IGKJ3*01	0
IGK_1122	IGK	IGKV10-94*06	IGKJ4*02	0
IGK_1123	IGK	IGKV10-94*06	IGKJ4*01	0
IGK_1124	IGK	IGKV10-94*06	IGKJ5*01	0
IGK_1125	IGK	IGKV10-94*06	IGKJ1*01	0
IGK_1126	IGK	IGKV10-94*06	IGKJ1*02	1
IGK_1127	IGK	IGKV10-94*06	IGKJ2*01	2
IGK_1128	IGK	IGKV10-94*06	IGKJ2*03	2
IGK_1129	IGK	IGKV10-94*06	IGKJ2*02	2
IGK_1130	IGK	IGKV10-94*05	IGKJ3*02	0
IGK_1131	IGK	IGKV10-94*05	IGKJ3*01	0
IGK_1132	IGK	IGKV10-94*05	IGKJ4*02	0
IGK_1133	IGK	IGKV10-94*05	IGKJ4*01	0
IGK_1134	IGK	IGKV10-94*05	IGKJ5*01	0
IGK_1135	IGK	IGKV10-94*05	IGKJ1*01	0
IGK_1136	IGK	IGKV10-94*05	IGKJ1*02	1
IGK_1137	IGK	IGKV10-94*05	IGKJ2*01	2
IGK_1138	IGK	IGKV10-94*05	IGKJ2*03	2
IGK_1139	IGK	IGKV10-94*05	IGKJ2*02	2
IGK_1140	IGK	IGKV10-95*01	IGKJ3*02	0
IGK_1141	IGK	IGKV10-95*01	IGKJ3*01	0
IGK_1142	IGK	IGKV10-95*01	IGKJ4*02	0
IGK_1143	IGK	IGKV10-95*01	IGKJ4*01	0
IGK_1144	IGK	IGKV10-95*01	IGKJ5*01	0
IGK_1145	IGK	IGKV10-95*01	IGKJ1*01	0
IGK_1146	IGK	IGKV10-95*01	IGKJ1*02	1
IGK_1147	IGK	IGKV10-95*01	IGKJ2*01	2
IGK_1148	IGK	IGKV10-95*01	IGKJ2*03	2
IGK_1149	IGK	IGKV10-95*01	IGKJ2*02	2
IGK_1150	IGK	IGKV2-112*01	IGKJ3*02	1
IGK_1151	IGK	IGKV2-112*01	IGKJ3*01	1
IGK_1152	IGK	IGKV2-112*01	IGKJ4*02	1
IGK_1153	IGK	IGKV2-112*01	IGKJ4*01	1
IGK_1154	IGK	IGKV2-112*01	IGKJ5*01	1
IGK_1155	IGK	IGKV2-112*01	IGKJ1*01	1
IGK_1156	IGK	IGKV2-112*01	IGKJ1*02	2
IGK_1157	IGK	IGKV2-112*01	IGKJ2*01	0
IGK_1158	IGK	IGKV2-112*01	IGKJ2*03	0
IGK_1159	IGK	IGKV2-112*01	IGKJ2*02	0
IGK_1160	IGK	IGKV2-112*02	IGKJ3*02	1
IGK_1161	IGK	IGKV2-112*02	IGKJ3*01	1
IGK_1162	IGK	IGKV2-112*02	IGKJ4*02	1
IGK_1163	IGK	IGKV2-112*02	IGKJ4*01	1
IGK_1164	IGK	IGKV2-112*02	IGKJ5*01	1
IGK_1165	IGK	IGKV2-112*02	IGKJ1*01	1
IGK_1166	IGK	IGKV2-112*02	IGKJ1*02	2
IGK_1167	IGK	IGKV2-112*02	IGKJ2*01	0
IGK_1168	IGK	IGKV2-112*02	IGKJ2*03	0
IGK_1169	IGK	IGKV2-112*02	IGKJ2*02	0
IGK_1170	IGK	IGKV2-109*02	IGKJ3*02	0
IGK_1171	IGK	IGKV2-109*02	IGKJ3*01	0
IGK_1172	IGK	IGKV2-109*02	IGKJ4*02	0
IGK_1173	IGK	IGKV2-109*02	IGKJ4*01	0
IGK_1174	IGK	IGKV2-109*02	IGKJ5*01	0
IGK_1175	IGK	IGKV2-109*02	IGKJ1*01	0
IGK_1176	IGK	IGKV2-109*02	IGKJ1*02	1
IGK_1177	IGK	IGKV2-109*02	IGKJ2*01	2
IGK_1178	IGK	IGKV2-109*02	IGKJ2*03	2
IGK_1179	IGK	IGKV2-109*02	IGKJ2*02	2
IGK_1180	IGK	IGKV2-109*01	IGKJ3*02	0
IGK_1181	IGK	IGKV2-109*01	IGKJ3*01	0
IGK_1182	IGK	IGKV2-109*01	IGKJ4*02	0
IGK_1183	IGK	IGKV2-109*01	IGKJ4*01	0
IGK_1184	IGK	IGKV2-109*01	IGKJ5*01	0
IGK_1185	IGK	IGKV2-109*01	IGKJ1*01	0
IGK_1186	IGK	IGKV2-109*01	IGKJ1*02	1
IGK_1187	IGK	IGKV2-109*01	IGKJ2*01	2
IGK_1188	IGK	IGKV2-109*01	IGKJ2*03	2
IGK_1189	IGK	IGKV2-109*01	IGKJ2*02	2
IGK_1190	IGK	IGKV2-a*01	IGKJ3*02	0
IGK_1191	IGK	IGKV2-a*01	IGKJ3*01	0
IGK_1192	IGK	IGKV2-a*01	IGKJ4*02	0
IGK_1193	IGK	IGKV2-a*01	IGKJ4*01	0
IGK_1194	IGK	IGKV2-a*01	IGKJ5*01	0
IGK_1195	IGK	IGKV2-a*01	IGKJ1*01	0
IGK_1196	IGK	IGKV2-a*01	IGKJ1*02	1
IGK_1197	IGK	IGKV2-a*01	IGKJ2*01	2
IGK_1198	IGK	IGKV2-a*01	IGKJ2*03	2
IGK_1199	IGK	IGKV2-a*01	IGKJ2*02	2
IGK_1200	IGK	IGKV2-109*03	IGKJ3*02	0
IGK_1201	IGK	IGKV2-109*03	IGKJ3*01	0
IGK_1202	IGK	IGKV2-109*03	IGKJ4*02	0
IGK_1203	IGK	IGKV2-109*03	IGKJ4*01	0
IGK_1204	IGK	IGKV2-109*03	IGKJ5*01	0
IGK_1205	IGK	IGKV2-109*03	IGKJ1*01	0
IGK_1206	IGK	IGKV2-109*03	IGKJ1*02	1
IGK_1207	IGK	IGKV2-109*03	IGKJ2*01	2
IGK_1208	IGK	IGKV2-109*03	IGKJ2*03	2
IGK_1209	IGK	IGKV2-109*03	IGKJ2*02	2
IGK_1210	IGK	IGKV2-109*04	IGKJ3*02	0
IGK_1211	IGK	IGKV2-109*04	IGKJ3*01	0
IGK_1212	IGK	IGKV2-109*04	IGKJ4*02	0
IGK_1213	IGK	IGKV2-109*04	IGKJ4*01	0
IGK_1214	IGK	IGKV2-109*04	IGKJ5*01	0
IGK_1215	IGK	IGKV2-109*04	IGKJ1*01	0
IGK_1216	IGK	IGKV2-109*04	IGKJ1*02	1
IGK_1217	IGK	IGKV2-109*04	IGKJ2*01	2
IGK_1218	IGK	IGKV2-109*04	IGKJ2*03	2
IGK_1219	IGK	IGKV2-109*04	IGKJ2*02	2
IGK_1220	IGK	IGKV2-116*01	IGKJ3*02	0
IGK_1221	IGK	IGKV2-116*01	IGKJ3*01	0
IGK_1222	IGK	IGKV2-116*01	IGKJ4*02	0
IGK_1223	IGK	IGKV2-116*01	IGKJ4*01	0
IGK_1224	IGK	IGKV2-116*01	IGKJ5*01	0
IGK_1225	IGK	IGKV2-116*01	IGKJ1*01	0
IGK_1226	IGK	IGKV2-116*01	IGKJ1*02	1
IGK_1227	IGK	IGKV2-116*01	IGKJ2*01	2
IGK_1228	IGK	IGKV2-116*01	IGKJ2*03	2
IGK_1229	IGK	IGKV2-116*01	IGKJ2*02	2
IGK_1230	IGK	IGKV2-137*01	IGKJ3*02	0
IGK_1231	IGK	IGKV2-137*01	IGKJ3*01	0
IGK_1232	IGK	IGKV2-137*01	IGKJ4*02	0
IGK_1233	IGK	IGKV2-137*01	IGKJ4*01	0
IGK_1234	IGK	IGKV2-137*01	IGKJ5*01	0
IGK_1235	IGK	IGKV2-137*01	IGKJ1*01	0
IGK_1236	IGK	IGKV2-137*01	IGKJ1*02	1
IGK_1237	IGK	IGKV2-137*01	IGKJ2*01	2
IGK_1238	IGK	IGKV2-137*01	IGKJ2*03	2
IGK_1239	IGK	IGKV2-137*01	IGKJ2*02	2
IGK_1240	IGK	IGKV5-45*01	IGKJ3*02	0
IGK_1241	IGK	IGKV5-45*01	IGKJ3*01	0
IGK_1242	IGK	IGKV5-45*01	IGKJ4*02	0
IGK_1243	IGK	IGKV5-45*01	IGKJ4*01	0
IGK_1244	IGK	IGKV5-45*01	IGKJ5*01	0
IGK_1245	IGK	IGKV5-45*01	IGKJ1*01	0
IGK_1246	IGK	IGKV5-45*01	IGKJ1*02	1
IGK_1247	IGK	IGKV5-45*01	IGKJ2*01	2
IGK_1248	IGK	IGKV5-45*01	IGKJ2*03	2
IGK_1249	IGK	IGKV5-45*01	IGKJ2*02	2
IGK_1250	IGK	IGKV5-43*01	IGKJ3*02	0
IGK_1251	IGK	IGKV5-43*01	IGKJ3*01	0
IGK_1252	IGK	IGKV5-43*01	IGKJ4*02	0
IGK_1253	IGK	IGKV5-43*01	IGKJ4*01	0
IGK_1254	IGK	IGKV5-43*01	IGKJ5*01	0
IGK_1255	IGK	IGKV5-43*01	IGKJ1*01	0
IGK_1256	IGK	IGKV5-43*01	IGKJ1*02	1
IGK_1257	IGK	IGKV5-43*01	IGKJ2*01	2
IGK_1258	IGK	IGKV5-43*01	IGKJ2*03	2
IGK_1259	IGK	IGKV5-43*01	IGKJ2*02	2
IGK_1260	IGK	IGKV1-122*01	IGKJ3*02	0
IGK_1261	IGK	IGKV1-122*01	IGKJ3*01	0
IGK_1262	IGK	IGKV1-122*01	IGKJ4*02	0
IGK_1263	IGK	IGKV1-122*01	IGKJ4*01	0
IGK_1264	IGK	IGKV1-122*01	IGKJ5*01	0
IGK_1265	IGK	IGKV1-122*01	IGKJ1*01	0
IGK_1266	IGK	IGKV1-122*01	IGKJ1*02	1
IGK_1267	IGK	IGKV1-122*01	IGKJ2*01	2
IGK_1268	IGK	IGKV1-122*01	IGKJ2*03	2
IGK_1269	IGK	IGKV1-122*01	IGKJ2*02	2
IGK_1270	IGK	IGKV16-104*01	IGKJ1*02	0
IGK_1271	IGK	IGKV16-104*01	IGKJ3*02	2
IGK_1272	IGK	IGKV16-104*01	IGKJ3*01	2
IGK_1273	IGK	IGKV16-104*01	IGKJ4*02	2
IGK_1274	IGK	IGKV16-104*01	IGKJ4*01	2
IGK_1275	IGK	IGKV16-104*01	IGKJ5*01	2
IGK_1276	IGK	IGKV16-104*01	IGKJ1*01	2
IGK_1277	IGK	IGKV16-104*01	IGKJ2*01	1
IGK_1278	IGK	IGKV16-104*01	IGKJ2*03	1
IGK_1279	IGK	IGKV16-104*01	IGKJ2*02	1
IGK_1280	IGK	IGKV11-125*01	IGKJ3*02	0
IGK_1281	IGK	IGKV11-125*01	IGKJ3*01	0
IGK_1282	IGK	IGKV11-125*01	IGKJ4*02	0
IGK_1283	IGK	IGKV11-125*01	IGKJ4*01	0
IGK_1284	IGK	IGKV11-125*01	IGKJ5*01	0
IGK_1285	IGK	IGKV11-125*01	IGKJ1*01	0
IGK_1286	IGK	IGKV11-125*01	IGKJ1*02	1
IGK_1287	IGK	IGKV11-125*01	IGKJ2*01	2
IGK_1288	IGK	IGKV11-125*01	IGKJ2*03	2
IGK_1289	IGK	IGKV11-125*01	IGKJ2*02	2
IGK_1290	IGK	IGKV11-106*02	IGKJ3*02	0
IGK_1291	IGK	IGKV11-106*02	IGKJ3*01	0
IGK_1292	IGK	IGKV11-106*02	IGKJ4*02	0
IGK_1293	IGK	IGKV11-106*02	IGKJ4*01	0
IGK_1294	IGK	IGKV11-106*02	IGKJ5*01	0
IGK_1295	IGK	IGKV11-106*02	IGKJ1*01	0
IGK_1296	IGK	IGKV11-106*02	IGKJ1*02	1
IGK_1297	IGK	IGKV11-106*02	IGKJ2*01	2
IGK_1298	IGK	IGKV11-106*02	IGKJ2*03	2
IGK_1299	IGK	IGKV11-106*02	IGKJ2*02	2
IGK_1300	IGK	IGKV1-117*02	IGKJ3*02	0
IGK_1301	IGK	IGKV1-117*02	IGKJ3*01	0
IGK_1302	IGK	IGKV1-117*02	IGKJ4*02	0
IGK_1303	IGK	IGKV1-117*02	IGKJ4*01	0
IGK_1304	IGK	IGKV1-117*02	IGKJ5*01	0
IGK_1305	IGK	IGKV1-117*02	IGKJ1*01	0
IGK_1306	IGK	IGKV1-117*02	IGKJ1*02	1
IGK_1307	IGK	IGKV1-117*02	IGKJ2*01	2
IGK_1308	IGK	IGKV1-117*02	IGKJ2*03	2
IGK_1309	IGK	IGKV1-117*02	IGKJ2*02	2
IGK_1310	IGK	IGKV1-110*01	IGKJ3*02	0
IGK_1311	IGK	IGKV1-110*01	IGKJ3*01	0
IGK_1312	IGK	IGKV1-110*01	IGKJ4*02	0
IGK_1313	IGK	IGKV1-110*01	IGKJ4*01	0
IGK_1314	IGK	IGKV1-110*01	IGKJ5*01	0
IGK_1315	IGK	IGKV1-110*01	IGKJ1*01	0
IGK_1316	IGK	IGKV1-110*01	IGKJ1*02	1
IGK_1317	IGK	IGKV1-110*01	IGKJ2*01	2
IGK_1318	IGK	IGKV1-110*01	IGKJ2*03	2
IGK_1319	IGK	IGKV1-110*01	IGKJ2*02	2
IGK_1320	IGK	IGKV1-110*02	IGKJ3*02	0
IGK_1321	IGK	IGKV1-110*02	IGKJ3*01	0
IGK_1322	IGK	IGKV1-110*02	IGKJ4*02	0
IGK_1323	IGK	IGKV1-110*02	IGKJ4*01	0
IGK_1324	IGK	IGKV1-110*02	IGKJ5*01	0
IGK_1325	IGK	IGKV1-110*02	IGKJ1*01	0
IGK_1326	IGK	IGKV1-110*02	IGKJ1*02	1
IGK_1327	IGK	IGKV1-110*02	IGKJ2*01	2
IGK_1328	IGK	IGKV1-110*02	IGKJ2*03	2
IGK_1329	IGK	IGKV1-110*02	IGKJ2*02	2
IGK_1330	IGK	IGKV1-131*01	IGKJ3*02	0
IGK_1331	IGK	IGKV1-131*01	IGKJ3*01	0
IGK_1332	IGK	IGKV1-131*01	IGKJ4*02	0
IGK_1333	IGK	IGKV1-131*01	IGKJ4*01	0
IGK_1334	IGK	IGKV1-131*01	IGKJ5*01	0
IGK_1335	IGK	IGKV1-131*01	IGKJ1*01	0
IGK_1336	IGK	IGKV1-131*01	IGKJ1*02	1
IGK_1337	IGK	IGKV1-131*01	IGKJ2*01	2
IGK_1338	IGK	IGKV1-131*01	IGKJ2*03	2
IGK_1339	IGK	IGKV1-131*01	IGKJ2*02	2
IGK_1340	IGK	IGKV1-135*01	IGKJ3*02	0
IGK_1341	IGK	IGKV1-135*01	IGKJ3*01	0
IGK_1342	IGK	IGKV1-135*01	IGKJ4*02	0
